"xloc","yloc","cwddia","cwdlen","cwdpil","cwddir","cwdwt"
115.4,190.4,2.99,11.96,0,123,0.007142
135.7,21.66,2.99,11.96,0,7,0.007142
108.8,194.4,2.99,11.96,0,225,0.007142
14.24,102.6,2.99,11.96,0,342,0.007142
21.33,153.6,2.99,11.96,0,104,0.007142
133.7,80.69,2.99,11.96,0,353,0.007142
34.85,89.49,2.99,11.96,0,226,0.007142
48.9,151.1,2.99,11.96,0,78,0.007142
201.7,61.32,2.99,11.96,0,323,0.007142
125.3,140.9,2.99,11.96,0,303,0.007142
64.05,11.49,2.99,11.96,0,321,0.007142
94.53,99.22,2.99,11.96,0,291,0.007142
196.5,118.3,2.99,11.96,0,305,0.007142
12.3,143.7,2.99,11.96,0,125,0.007142
66.48,145.9,2.99,11.96,0,262,0.007142
16.57,6.81,2.99,11.96,0,348,0.007142
76.83,44.41,2.99,11.96,0,334,0.007142
24.88,165.4,2.99,11.96,0,3,0.007142
64.21,13.63,2.99,11.96,0,52,0.007142
127.4,112.5,2.99,11.96,0,37,0.007142
120,106.8,2.99,11.96,0,333,0.007142
10.84,162.2,2.99,11.96,0,90,0.007142
181.4,182,2.99,11.96,0,139,0.007142
